PRODUCTID,LOCATIONID,ZONEID,PRODUCTCATEGORYID,DIVISIONID,SOURCEID,EFFECTIVEDATE,PREVIOUSPRICE,PREVIOUSMULTIPLE,NEWPRICE,NEWMULTIPLE,CURRENTRETAILPRICE,CURRENTRETAILMULTIPLE,OVERRIDEPRICE,OVERRIDEMULTIPLE,COST,COMP1ID,COMP1PRICE,COMP2ID,COMP2PRICE,COMP3ID,COMP3PRICE,VOLUME,REVENUE,GROSSMARGIN,ISLOCKED,RULEEXCEPTION
243783,48,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,586.2783,304.8647,19.3472,0,0
243783,54,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,514.7019,267.6450,16.9852,0,0
243783,56,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,394.1141,204.9393,13.0058,0,0
243783,77,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,370.4746,192.6468,12.2257,0,0
243783,80,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,817.2846,424.9880,26.9704,0,0
243783,84,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,1090.4264,567.0217,35.9841,0,0
243783,93,6,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,741.0258,385.3334,24.4539,0,0
243783,5,13,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,936.4272,486.9421,30.9021,0,0
243783,47,13,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,563.1301,292.8276,18.5833,0,0
243783,101,13,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5200,1,0.5300,1,,0,0.4870,0,,0,,0,,857.2441,445.7669,28.2891,0,0
243783,30,14,201,0,1169,2015-04-19 00:00:00.0,0.5500,1,0.5200,1,0.5500,1,,0,0.4870,0,,0,,0,,1015.1487,527.8773,33.4999,0,0
243783,2,20,201,0,1169,2015-04-19 00:00:00.0,0.4700,1,0.4600,1,0.4700,1,,0,0.4870,0,,0,,0,,1638.6632,753.7851,-44.2439,0,0
243783,33,20,201,0,1169,2015-04-19 00:00:00.0,0.4700,1,0.4600,1,0.4700,1,,0,0.4870,0,,0,,0,,1058.0151,486.6869,-28.5664,0,0
243783,70,20,201,0,1169,2015-04-19 00:00:00.0,0.4700,1,0.4600,1,0.4700,1,,0,0.4870,0,,0,,0,,722.0978,332.1650,-19.4966,0,0
243783,82,20,201,0,1169,2015-04-19 00:00:00.0,0.4700,1,0.4600,1,0.4700,1,,0,0.4870,0,,0,,0,,719.6034,331.0176,-19.4293,0,0
620101,10,6,201,0,1169,2015-04-19 00:00:00.0,0.6500,1,0.6800,1,0.6500,1,,0,0.4750,0,,0,,0,,68.6477,46.6804,14.0728,0,0
620101,5,13,201,0,1169,2015-04-19 00:00:00.0,0.5900,1,0.5800,1,0.5900,1,,0,0.4750,0,,0,,0,,79.1111,45.8844,8.3067,0,0
620101,47,13,201,0,1169,2015-04-19 00:00:00.0,0.5900,1,0.5800,1,0.5900,1,,0,0.4750,0,,0,,0,,59.1476,34.3056,6.2105,0,0
620101,101,13,201,0,1169,2015-04-19 00:00:00.0,0.5900,1,0.5800,1,0.5900,1,,0,0.4750,0,,0,,0,,97.8387,56.7465,10.2731,0,0
620101,2,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4750,0,,0,,0,,67.3038,35.6710,3.7017,0,0
620101,33,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4750,0,,0,,0,,96.3788,51.0808,5.3008,0,0
620101,70,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4750,0,,0,,0,,163.4238,86.6146,8.9883,0,0
620101,82,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4750,0,,0,,0,,114.5396,60.7060,6.2997,0,0
171748,77,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,279.6686,380.4043,53.1921,0,0
171748,80,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,2071.6678,2817.8758,394.0245,0,0
171748,84,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,1267.1540,1723.5788,241.0086,0,0
171748,93,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,625.1684,850.3521,118.9050,0,0
171748,5,13,201,0,1169,2015-04-19 00:00:00.0,1.2300,1,1.2900,1,1.2300,1,,0,1.1700,0,,0,,0,,170.3223,218.8914,19.6142,0,0
171748,47,13,201,0,1169,2015-04-19 00:00:00.0,1.2300,1,1.2900,1,1.2300,1,,0,1.1700,0,,0,,0,,83.4957,107.3053,9.6153,0,0
171748,101,13,201,0,1169,2015-04-19 00:00:00.0,1.2300,1,1.2900,1,1.2300,1,,0,1.1700,0,,0,,0,,313.6498,403.0900,36.1197,0,0
171748,30,14,201,0,1169,2015-04-19 00:00:00.0,1.0800,1,1.1700,1,1.0800,1,,0,1.1700,0,,0,,0,,700.5286,809.2786,-10.3399,0,0
171748,33,20,201,0,1169,2015-04-19 00:00:00.0,1.2300,1,1.2900,1,1.2300,1,,0,1.1700,0,,0,,0,,37.8099,48.2257,3.9881,0,0
171748,70,20,201,0,1169,2015-04-19 00:00:00.0,1.2300,1,1.2900,1,1.2300,1,,0,1.1700,0,,0,,0,,100.0210,128.5429,11.5184,0,0
171748,82,20,201,0,1169,2015-04-19 00:00:00.0,1.2300,1,1.2900,1,1.2300,1,,0,1.1700,0,,0,,0,,64.5484,82.9551,7.4334,0,0
171748,41,5,201,0,1169,2015-04-19 00:00:00.0,1.3100,1,1.4200,1,1.3100,1,,0,1.1700,0,,0,,0,,101.6755,144.3792,25.4189,0,0
171748,49,5,201,0,1169,2015-04-19 00:00:00.0,1.3100,1,1.4200,1,1.3100,1,,0,1.1700,0,,0,,0,,241.5309,340.1544,57.5632,0,0
171748,55,5,201,0,1169,2015-04-19 00:00:00.0,1.3100,1,1.4200,1,1.3100,1,,0,1.1700,0,,0,,0,,253.9215,357.6043,60.5162,0,0
171748,10,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,549.8509,624.4072,-18.9184,0,0
171748,39,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,357.9617,486.8983,68.0832,0,0
171748,48,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,778.5553,1058.9884,148.0787,0,0
171748,54,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,426.5886,580.2444,81.1358,0,0
171748,56,6,201,0,1169,2015-04-19 00:00:00.0,1.2900,1,1.3700,1,1.2900,1,,0,1.1700,0,,0,,0,,402.9216,548.0526,76.6344,0,0
233507,70,20,201,0,1169,2015-04-19 00:00:00.0,0.7400,1,0.6300,1,0.7400,1,,0,0.5416,0,,0,,0,,177.7245,111.9665,15.7108,0,0
233507,82,20,201,0,1169,2015-04-19 00:00:00.0,0.7400,1,0.6300,1,0.7400,1,,0,0.5416,0,,0,,0,,334.6617,210.8369,29.5841,0,0
233507,41,5,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,115.8359,82.2435,19.5068,0,0
233507,49,5,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,167.5840,118.9846,28.2211,0,0
233507,55,5,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,80.0382,56.8271,13.4784,0,0
233507,10,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,117.1276,83.1606,19.7243,0,0
233507,39,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,209.1244,148.4783,35.2165,0,0
233507,48,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,186.5609,132.4582,31.4169,0,0
233507,54,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,184.9576,131.3199,31.1469,0,0
233507,56,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,200.6021,142.4275,33.7814,0,0
233507,77,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,193.7900,137.5909,32.6342,0,0
233507,80,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,280.3985,199.0829,47.2191,0,0
233507,84,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,377.6336,268.1199,63.5935,0,0
233507,93,6,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.7100,1,0.8100,1,,0,0.5416,0,,0,,0,,381.9259,271.1674,64.3163,0,0
233507,5,13,201,0,1169,2015-04-19 00:00:00.0,0.7400,1,0.6600,1,0.7400,1,,0,0.5416,0,,0,,0,,41.9533,27.6892,4.9673,0,0
233507,47,13,201,0,1169,2015-04-19 00:00:00.0,0.7400,1,0.6600,1,0.7400,1,,0,0.5416,0,,0,,0,,72.4000,47.7840,8.5722,0,0
233507,101,13,201,0,1169,2015-04-19 00:00:00.0,0.7400,1,0.6600,1,0.7400,1,,0,0.5416,0,,0,,0,,193.4484,127.6759,22.9043,0,0
233529,10,6,201,0,1169,2015-04-19 00:00:00.0,0.8700,1,0.9200,1,0.8700,1,,0,0.7941,0,,0,,0,,62.3940,57.4024,7.8554,0,0
233529,56,6,201,0,1169,2015-04-19 00:00:00.0,0.8700,1,0.9200,1,0.8700,1,,0,0.7941,0,,0,,0,,53.4946,49.2150,6.7350,0,0
233529,77,6,201,0,1169,2015-04-19 00:00:00.0,0.8700,1,0.9200,1,0.8700,1,,0,0.7941,0,,0,,0,,27.1767,25.0025,3.4215,0,0
233529,84,6,201,0,1169,2015-04-19 00:00:00.0,0.8700,1,0.9200,1,0.8700,1,,0,0.7941,0,,0,,0,,241.9667,222.6093,30.4636,0,0
233529,47,13,201,0,1169,2015-04-19 00:00:00.0,0.8700,1,0.9100,1,0.8700,1,,0,0.7941,0,,0,,0,,0.1621,0.1475,0.0188,0,0
233529,30,14,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.8100,1,0.7600,1,,0,0.7941,0,,0,,0,,57.3136,46.4240,0.9113,0,0
233529,70,20,201,0,1169,2015-04-19 00:00:00.0,0.8700,1,0.9400,1,0.8700,1,,0,0.7941,0,,0,,0,,130.3515,122.5304,19.0183,0,0
243781,2,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4583,0,,0,,0,,257.7051,136.5837,18.4775,0,0
243781,70,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4583,0,,0,,0,,331.9169,175.9160,23.7984,0,0
243781,82,20,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5300,1,0.5000,1,,0,0.4583,0,,0,,0,,369.8587,196.0251,26.5189,0,0
243781,49,5,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4583,0,,0,,0,,135.4029,88.0119,25.9567,0,0
243781,55,5,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4583,0,,0,,0,,143.6029,93.3419,27.5287,0,0
243781,10,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,124.2983,73.3360,16.3701,0,0
243781,39,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,119.0430,70.2354,15.6780,0,0
243781,48,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,217.0798,128.0771,28.5894,0,0
243781,54,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,61.9800,36.5682,8.1628,0,0
243781,56,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,100.0144,59.0085,13.1719,0,0
243781,77,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,87.7422,51.7679,11.5556,0,0
243781,80,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,765.0016,451.3509,100.7507,0,0
243781,84,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,793.6399,468.2476,104.5224,0,0
243781,93,6,201,0,1169,2015-04-19 00:00:00.0,0.5600,1,0.5900,1,0.5600,1,,0,0.4583,0,,0,,0,,162.1339,95.6590,21.3530,0,0
243781,5,13,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5500,1,0.5000,1,,0,0.4583,0,,0,,0,,460.9679,253.5323,42.2708,0,0
243781,47,13,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5500,1,0.5000,1,,0,0.4583,0,,0,,0,,373.4638,205.4051,34.2466,0,0
243781,101,13,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5500,1,0.5000,1,,0,0.4583,0,,0,,0,,752.8734,414.0804,69.0385,0,0
243781,30,14,201,0,1169,2015-04-19 00:00:00.0,0.5000,2,0.5200,1,0.5000,2,,0,0.4583,0,,0,,0,,227.5502,118.0010,13.7148,0,0
247983,48,6,201,0,1169,2015-04-19 00:00:00.0,1.9200,1,2.0200,1,1.9200,1,,0,1.1800,0,,0,,0,,67.1267,135.5960,56.3865,0,0
247983,80,6,201,0,1169,2015-04-19 00:00:00.0,1.9200,1,2.0200,1,1.9200,1,,0,1.1800,0,,0,,0,,194.4871,392.8638,163.3691,0,0
247983,84,6,201,0,1169,2015-04-19 00:00:00.0,1.9200,1,2.0200,1,1.9200,1,,0,1.1800,0,,0,,0,,144.9361,292.7710,121.7463,0,0
271286,41,5,201,0,1169,2015-04-19 00:00:00.0,1.0600,1,1.0400,1,1.0600,1,,0,0.6900,0,,0,,0,,472.5855,491.4889,165.4049,0,0
271286,49,5,201,0,1169,2015-04-19 00:00:00.0,1.0600,1,1.0400,1,1.0600,1,,0,0.6900,0,,0,,0,,457.1231,475.4080,159.9931,0,0
271286,55,5,201,0,1169,2015-04-19 00:00:00.0,1.0600,1,1.0400,1,1.0600,1,,0,0.6900,0,,0,,0,,384.5295,399.9107,134.5853,0,0
271286,10,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,442.6758,367.4209,61.9746,0,0
271286,39,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,439.1748,364.5151,61.4845,0,0
271286,48,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,480.5662,398.8700,67.2793,0,0
271286,54,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,636.2048,528.0500,89.0687,0,0
271286,56,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,504.8541,419.0289,70.6796,0,0
271286,77,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,600.1485,498.1233,84.0208,0,0
271286,80,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,849.2000,704.8360,118.8880,0,0
271286,84,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,661.6282,549.1514,92.6280,0,0
271286,93,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8300,1,0.8600,1,,0,0.6900,0,,0,,0,,1647.5127,1367.4356,230.6518,0,0
271286,5,13,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8000,1,0.8100,1,,0,0.6900,0,,0,,0,,219.9890,175.9912,24.1988,0,0
271286,47,13,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8000,1,0.8100,1,,0,0.6900,0,,0,,0,,370.9079,296.7263,40.7999,0,0
271286,101,13,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8000,1,0.8100,1,,0,0.6900,0,,0,,0,,429.8551,343.8841,47.2841,0,0
271286,30,14,201,0,1169,2015-04-19 00:00:00.0,0.6900,1,0.7300,1,0.6900,1,,0,0.6900,0,,0,,0,,888.9394,646.3159,32.9477,0,0
271286,2,20,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8100,1,0.8100,1,,0,0.6900,0,,0,,0,,90.8280,73.5707,10.8994,0,0
271286,33,20,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8100,1,0.8100,1,,0,0.6900,0,,0,,0,,165.5028,134.0573,19.8603,0,0
271286,70,20,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8100,1,0.8100,1,,0,0.6900,0,,0,,0,,404.2000,327.4020,48.5040,0,0
271286,82,20,201,0,1169,2015-04-19 00:00:00.0,0.8100,1,0.8100,1,0.8100,1,,0,0.6900,0,,0,,0,,257.4929,208.5693,30.8992,0,0
295904,30,14,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.4900,1,0.4900,1,,0,0.4008,0,,0,,0,,1156.5475,516.0857,52.5415,0,0
295904,2,20,201,0,1169,2015-04-19 00:00:00.0,0.4100,1,0.4400,1,0.4100,1,,0,0.4008,0,,0,,0,,391.2226,172.1379,15.3359,0,0
295904,33,20,201,0,1169,2015-04-19 00:00:00.0,0.4100,1,0.4400,1,0.4100,1,,0,0.4008,0,,0,,0,,577.5172,254.1076,22.6387,0,0
295904,70,20,201,0,1169,2015-04-19 00:00:00.0,0.4100,1,0.4400,1,0.4100,1,,0,0.4008,0,,0,,0,,2162.6149,951.5505,84.7745,0,0
295904,82,20,201,0,1169,2015-04-19 00:00:00.0,0.4100,1,0.4400,1,0.4100,1,,0,0.4008,0,,0,,0,,1354.5613,596.0070,53.0988,0,0
295904,41,5,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5300,1,0.5300,1,,0,0.4008,0,,0,,0,,615.9655,326.4617,79.5827,0,0
295904,49,5,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5300,1,0.5300,1,,0,0.4008,0,,0,,0,,1012.7771,536.7719,130.8508,0,0
295904,55,5,201,0,1169,2015-04-19 00:00:00.0,0.5300,1,0.5300,1,0.5300,1,,0,0.4008,0,,0,,0,,691.8817,366.6973,89.3911,0,0
295904,10,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,1941.6462,970.8231,192.6113,0,0
295904,39,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,862.7051,431.3525,85.5803,0,0
295904,48,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,1626.4983,813.2492,161.3486,0,0
295904,54,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,1217.9341,608.9670,120.8191,0,0
295904,56,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,912.6099,456.3049,90.5309,0,0
295904,77,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,788.2118,394.1059,78.1906,0,0
295904,80,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,1534.7811,767.3906,152.2503,0,0
295904,84,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,1539.7089,769.8544,152.7391,0,0
295904,93,6,201,0,1169,2015-04-19 00:00:00.0,0.4900,1,0.5000,1,0.4900,1,,0,0.4008,0,,0,,0,,2789.0047,1394.5023,276.6693,0,0
295904,5,13,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5100,1,0.5000,1,,0,0.4008,0,,0,,0,,1559.9204,795.5594,170.3433,0,0
295904,47,13,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5100,1,0.5000,1,,0,0.4008,0,,0,,0,,2318.9455,1182.6622,253.2289,0,0
295904,101,13,201,0,1169,2015-04-19 00:00:00.0,0.5000,1,0.5100,1,0.5000,1,,0,0.4008,0,,0,,0,,3911.3528,1994.7899,427.1197,0,0
415594,56,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,169.3958,134.7069,39.4218,0,0
415594,77,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,479.4379,381.2585,111.5747,0,0
415594,80,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,931.9857,741.1335,216.8915,0,0
415594,84,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,866.6904,689.2094,201.6960,0,0
415594,93,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,627.8382,499.2694,146.1104,0,0
415594,5,13,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7300,1,0.7600,1,,0,0.5625,0,,0,,0,,440.0316,318.2969,70.7792,0,0
415594,47,13,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7300,1,0.7600,1,,0,0.5625,0,,0,,0,,622.1800,450.0540,100.0778,0,0
415594,101,13,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7300,1,0.7600,1,,0,0.5625,0,,0,,0,,943.7128,682.6349,151.7964,0,0
415594,30,14,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.6900,1,0.7600,1,,0,0.5625,0,,0,,0,,245.9098,168.1321,29.8079,0,0
415594,2,20,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7700,1,0.7600,1,,0,0.5625,0,,0,,0,,599.8913,457.7086,120.2697,0,0
415594,33,20,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7700,1,0.7600,1,,0,0.5625,0,,0,,0,,273.2895,208.5160,54.7907,0,0
415594,70,20,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7700,1,0.7600,1,,0,0.5625,0,,0,,0,,1869.7256,1426.5742,374.8535,0,0
415594,82,20,201,0,1169,2015-04-19 00:00:00.0,0.7600,1,0.7700,1,0.7600,1,,0,0.5625,0,,0,,0,,1429.8888,1090.9849,286.6724,0,0
415594,49,5,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8300,1,0.8400,1,,0,0.5625,0,,0,,0,,412.7760,332.2507,100.0642,0,0
415594,55,5,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8300,1,0.8400,1,,0,0.5625,0,,0,,0,,454.2036,365.5964,110.1069,0,0
415594,10,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,943.3408,750.1632,219.5341,0,0
415594,39,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,317.5091,252.4895,73.8906,0,0
415594,48,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,745.9929,593.2283,173.6073,0,0
415594,54,6,201,0,1169,2015-04-19 00:00:00.0,0.8400,1,0.8200,1,0.8400,1,,0,0.5625,0,,0,,0,,220.1554,175.0719,51.2345,0,0
45234,48,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8900,1,0.8600,1,,0,0.6200,0,,0,,0,,62.7447,55.8428,16.9411,0,0
45234,80,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8900,1,0.8600,1,,0,0.6200,0,,0,,0,,127.5157,113.4890,34.4292,0,0
45234,84,6,201,0,1169,2015-04-19 00:00:00.0,0.8600,1,0.8900,1,0.8600,1,,0,0.6200,0,,0,,0,,151.5206,134.8533,40.9106,0,0
70254,10,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,38.1248,24.7811,8.1968,0,0
70254,48,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,111.4437,72.4384,23.9604,0,0
70254,54,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,25.4230,16.5249,5.4659,0,0
70254,56,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,45.9468,29.8654,9.8786,0,0
70254,80,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,297.2354,193.2030,63.9056,0,0
70254,84,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,137.8503,89.6027,29.6378,0,0
70254,93,6,201,0,1169,2015-04-19 00:00:00.0,0.6200,1,0.6500,1,0.6200,1,,0,0.4350,0,,0,,0,,91.6648,59.5821,19.7079,0,0
70254,101,13,201,0,1169,2015-04-19 00:00:00.0,0.5800,1,0.6100,1,0.5800,1,,0,0.4350,0,,0,,0,,73.3266,44.7292,12.8321,0,0
70254,70,20,201,0,1169,2015-04-19 00:00:00.0,0.5800,1,0.6100,1,0.5800,1,,0,0.4350,0,,0,,0,,12.7069,7.7512,2.2237,0,0
171767,77,6,201,0,1169,2015-04-19 00:00:00.0,0.6100,1,0.6400,1,0.6100,1,,0,0.5000,0,,0,,0,,27.3676,17.5153,3.8315,0,0
